jelo,kategorija,cijena,datum
Roštiljska kobasica,Roštilj,3.0,2019-11-11 23:34:34
Engleska salata 100g,Salata,2.0,2019-05-22 13:35:15
Kola,Piće,2.0,2019-04-29 06:38:33
Hercegovačko vino,Piće,20.0,2019-06-01 03:36:41
Dupli čizburger,Ručak,6.0,2019-03-22 00:18:08
Fruit smoothie 2,Smoothie,3.0,2019-05-09 23:34:18
Luk,Salata,1.0,2019-04-08 15:49:10
Oslić 200g,Posno,6.0,2019-01-01 07:33:50
Šiš ćevapi,Roštilj,4.0,2019-09-24 16:03:36
Engleska salata 100g,Salata,2.0,2019-02-15 09:49:23
Fruit smoothie 2,Smoothie,3.0,2019-03-07 13:48:21
Kupus salata 100g,Salata,1.0,2019-11-13 22:49:44
Čizburger,Ručak,4.5,2019-07-07 08:38:29
Oslić 200g,Posno,6.0,2019-08-14 20:44:45
Voćni sendvič,Sendvič,3.0,2019-08-08 22:49:43
Omlet,Doručak,3.5,2019-12-15 09:25:58
Fruit smoothie 2,Smoothie,3.0,2019-05-24 18:52:58
Fruit smoothie 2,Smoothie,3.0,2019-07-10 06:58:47
Roštiljska kobasica,Roštilj,3.0,2019-03-10 01:21:47
Vijetnamski som 200g,Posno,12.0,2019-04-25 01:35:10
Ćevapi mala porcija,Roštilj,3.0,2019-08-04 06:44:04
Voćni sendvič,Sendvič,3.0,2019-07-25 11:56:02
Gurmanski hamburger,Ručak,7.0,2019-11-20 00:57:17
Pileći file,Roštilj,5.0,2019-03-26 19:28:43
Omlet sa slaninom,Doručak,5.0,2019-10-26 13:43:03
Čaj,Piće,1.5,2019-06-01 13:23:31
Čizburger,Ručak,4.5,2019-07-28 22:25:56
Jabuka,Piće,2.0,2019-11-10 22:15:17
Omlet sa sirom,Doručak,4.0,2019-10-02 01:15:03
Ćevapi velika porcija,Roštilj,6.5,2019-01-05 06:03:03
Jagoda,Piće,2.0,2019-11-07 08:55:44
Doručak specijal,Doručak,6.0,2019-10-06 23:13:35
Ruska salata 200g,Salata,4.0,2019-02-14 12:02:48
Kapućino,Kafa,2.0,2019-01-06 23:53:34
Indeks sendvič,Sendvič,2.0,2019-05-21 10:48:27
Hercegovačko vino,Piće,20.0,2019-03-06 09:34:52
Vijetnamski som 200g,Posno,12.0,2019-08-09 21:29:33
Dupli čizburger,Ručak,6.0,2019-03-15 00:55:02
Luk,Salata,1.0,2019-10-20 15:26:40
Luk,Salata,1.0,2019-11-20 12:46:42
Jabuka,Piće,2.0,2019-03-30 01:56:38
Indeks sendvič,Sendvič,2.0,2019-10-09 01:32:33
Čizburger,Ručak,4.5,2019-10-16 23:56:44
Kapućino,Kafa,2.0,2019-09-13 13:13:10
Pileće krpice,Roštilj,6.0,2019-11-11 13:02:36
Jaja i kobasica,Doručak,5.0,2019-04-08 14:04:27
Omlet sa sirom,Doručak,4.0,2019-03-11 19:43:19
Ruska salata 200g,Salata,4.0,2019-08-17 10:13:43
Jaja i kobasica,Doručak,5.0,2019-04-17 09:37:00
Omlet,Doručak,3.5,2019-01-23 00:43:49
Gurmanski hamburger,Ručak,7.0,2019-09-23 19:34:40
Lignje 300g,Posno,8.0,2019-03-18 02:22:06
Roštiljska kobasica,Roštilj,3.0,2019-01-23 11:48:05
Kapućino,Kafa,2.0,2019-02-20 01:56:12
Gurmanski hamburger,Ručak,7.0,2019-06-02 12:56:22
Jaja i kobasica,Doručak,5.0,2019-08-15 17:22:43
Omlet sa slaninom,Doručak,5.0,2019-09-14 10:11:23
Kola,Piće,2.0,2019-03-27 01:53:07
Ćevapi srednja porcija,Roštilj,5.0,2019-08-17 16:05:26
Doručak specijal,Doručak,6.0,2019-08-01 20:59:37
Bijelo Vino,Piće,15.0,2019-07-15 05:16:12
Šiš ćevapi,Roštilj,4.0,2019-05-30 10:08:38
Hamburger,Ručak,4.0,2019-07-19 18:16:26
Ćevapi mala porcija,Roštilj,3.0,2019-01-18 09:18:02
Ruska salata 200g,Salata,4.0,2019-06-17 13:08:50
Crno Vino,Piće,18.0,2019-06-24 20:54:31
Hamburger,Ručak,4.0,2019-02-01 17:30:12
Omlet sa sirom,Doručak,4.0,2019-08-12 03:16:56
Ruska salata 200g,Salata,4.0,2019-03-17 11:42:52
Hercegovačko vino,Piće,20.0,2019-03-28 21:04:43
Cedevita,Piće,3.0,2019-04-20 03:41:43
Omlet sa sirom,Doručak,4.0,2019-01-02 20:49:45
Omlet sa sirom,Doručak,4.0,2019-05-17 00:59:34
Omlet sa slaninom,Doručak,5.0,2019-01-09 11:41:35
Cedevita,Piće,3.0,2019-04-24 20:55:54
Cedevita,Piće,3.0,2019-12-15 04:16:11
Doručak specijal,Doručak,6.0,2019-05-20 21:49:10
Ruska salata 200g,Salata,4.0,2019-11-24 02:34:22
Čaj,Piće,1.5,2019-05-29 02:34:48
Omlet sa sirom,Doručak,4.0,2019-01-22 10:58:48
Luk,Salata,1.0,2019-07-31 19:31:55
Fruit smoothie 1,Smoothie,3.0,2019-10-14 16:19:19
Kola,Piće,2.0,2019-07-07 01:20:14
Omlet sa povrćem,Doručak,4.0,2019-12-09 23:34:07
Pileći file,Roštilj,5.0,2019-01-09 01:38:39
Fruit smoothie 3,Smoothie,3.0,2019-03-27 22:24:10
Omlet,Doručak,3.5,2019-05-27 17:49:10
Jabuka,Piće,2.0,2019-06-25 18:21:59
Luk,Salata,1.0,2019-07-23 20:34:38
Ćevapi velika porcija,Roštilj,6.5,2019-12-29 21:45:01
Kola,Piće,2.0,2019-07-16 12:43:27
Indeks sendvič,Sendvič,2.0,2019-12-04 23:26:33
Čaj,Piće,1.5,2019-06-01 16:08:20
Pileći file,Roštilj,5.0,2019-12-11 14:49:29
Indeks sendvič,Sendvič,2.0,2019-04-10 12:32:04
Dupli čizburger,Ručak,6.0,2019-10-11 19:06:29
Šiš ćevapi,Roštilj,4.0,2019-04-03 08:07:10
Ruska salata 100g,Salata,2.0,2019-01-13 06:14:23
Jaja i kobasica,Doručak,5.0,2019-09-04 19:11:55
Omlet sa slaninom,Doručak,5.0,2019-12-14 12:18:04
Ruska salata 100g,Salata,2.0,2019-11-18 11:11:30
Riblja čorba,Posno,6.0,2019-12-22 02:15:46
Crno Vino,Piće,18.0,2019-02-25 13:12:25
Jaja i kobasica,Doručak,5.0,2019-02-14 23:04:40
Fruit smoothie 2,Smoothie,3.0,2019-06-15 23:09:24
Dupli čizburger,Ručak,6.0,2019-03-09 01:22:00
Vijetnamski som 200g,Posno,12.0,2019-06-28 09:34:43
Indeks sendvič,Sendvič,2.0,2019-04-29 02:08:21
Kupus salata 100g,Salata,1.0,2019-10-11 14:57:39
Dupli čizburger,Ručak,6.0,2019-03-07 03:01:46
Jagoda,Piće,2.0,2019-08-08 17:43:27
Jabuka,Piće,2.0,2019-09-10 14:05:55
Omlet sa povrćem,Doručak,4.0,2019-02-22 00:08:38
Omlet sa povrćem,Doručak,4.0,2019-06-24 12:41:19
Ruska salata 200g,Salata,4.0,2019-12-17 17:53:04
Kupus salata 100g,Salata,1.0,2019-08-23 14:59:04
Oslić 200g,Posno,6.0,2019-11-15 16:31:40
Jaja i kobasica,Doručak,5.0,2019-05-26 04:41:38
Ćevapi velika porcija,Roštilj,6.5,2019-11-24 10:43:39
Pileće krpice,Roštilj,6.0,2019-02-28 07:39:41
Ćevapi mala porcija,Roštilj,3.0,2019-07-18 07:48:11
Indeks sendvič,Sendvič,2.0,2019-10-08 10:38:58
Crno Vino,Piće,18.0,2019-02-15 11:36:06
Šiš ćevapi,Roštilj,4.0,2019-04-03 16:25:30
Roštiljska kobasica,Roštilj,3.0,2019-07-04 23:29:03
Kafa,Kafa,2.0,2019-03-22 07:16:34
Engleska salata 100g,Salata,2.0,2019-09-09 18:10:15
Jagoda,Piće,2.0,2019-04-13 06:16:23
Roštiljska kobasica,Roštilj,3.0,2019-10-03 02:14:48
Doručak specijal,Doručak,6.0,2019-05-08 21:17:53
Ćevapi velika porcija,Roštilj,6.5,2019-06-05 09:13:50
Indeks sendvič,Sendvič,2.0,2019-06-20 23:45:07
Cedevita,Piće,3.0,2019-06-15 18:53:58
Čaj,Piće,1.5,2019-01-18 02:04:15
Vijetnamski som 200g,Posno,12.0,2019-10-30 15:38:05
Šiš ćevapi,Roštilj,4.0,2019-10-02 04:39:38
Ćevapi srednja porcija,Roštilj,5.0,2019-01-15 02:26:19
Crno Vino,Piće,18.0,2019-09-16 13:43:39
Omlet sa povrćem,Doručak,4.0,2019-07-20 07:49:14
Vijetnamski som 200g,Posno,12.0,2019-11-12 21:31:25
Kafa,Kafa,2.0,2019-08-17 14:10:00
Ruska salata 100g,Salata,2.0,2019-03-02 00:12:10
Fruit smoothie 1,Smoothie,3.0,2019-11-20 09:45:10
Pileći file,Roštilj,5.0,2019-04-13 18:27:32
Kupus salata 100g,Salata,1.0,2019-03-26 09:07:40
Domaća čorba,Ručak,5.0,2019-04-19 15:02:19
Jagoda,Piće,2.0,2019-12-27 15:30:34
Kafa,Kafa,2.0,2019-01-23 17:07:27
Domaća čorba,Ručak,5.0,2019-09-14 03:49:39
Omlet sa povrćem,Doručak,4.0,2019-06-08 11:54:46
Omlet sa sirom,Doručak,4.0,2019-12-09 18:08:53
Cedevita,Piće,3.0,2019-03-31 13:59:24
Kapućino,Kafa,2.0,2019-08-13 22:55:37
Fruit smoothie 3,Smoothie,3.0,2019-05-25 17:51:42
Fruit smoothie 1,Smoothie,3.0,2019-05-26 17:16:53
Riblja čorba,Posno,6.0,2019-11-30 00:12:08
Ćevapi srednja porcija,Roštilj,5.0,2019-04-15 19:21:09
Bijelo Vino,Piće,15.0,2019-04-15 00:17:16
Omlet sa slaninom,Doručak,5.0,2019-02-24 22:56:56
Šiš ćevapi,Roštilj,4.0,2019-09-20 15:22:27
Kupus salata 100g,Salata,1.0,2019-02-22 19:48:50
Hercegovačko vino,Piće,20.0,2019-11-10 20:15:58
Oslić 300g,Posno,8.0,2019-03-02 06:49:09
Fruit smoothie 1,Smoothie,3.0,2019-04-30 13:42:21
Engleska salata 100g,Salata,2.0,2019-11-17 00:16:59
Ćevapi srednja porcija,Roštilj,5.0,2019-02-16 04:27:26
Pileće krpice,Roštilj,6.0,2019-10-23 13:54:26
Dupli čizburger,Ručak,6.0,2019-08-25 15:50:13
Kapućino,Kafa,2.0,2019-05-03 20:59:03
Vijetnamski som 200g,Posno,12.0,2019-12-22 04:10:28
Fruit smoothie 2,Smoothie,3.0,2019-01-03 10:53:09
Kafa,Kafa,2.0,2019-05-20 13:28:38
Indeks sendvič,Sendvič,2.0,2019-08-31 08:52:18
Oslić 300g,Posno,8.0,2019-12-30 21:57:34
Luk,Salata,1.0,2019-06-29 12:54:09
Vijetnamski som 200g,Posno,12.0,2019-12-13 20:47:50
Fruit smoothie 2,Smoothie,3.0,2019-09-10 09:41:35
Kapućino,Kafa,2.0,2019-03-12 02:52:38
Ćevapi mala porcija,Roštilj,3.0,2019-10-04 14:22:14
Roštiljska kobasica,Roštilj,3.0,2019-10-07 22:07:21
Pileće krpice,Roštilj,6.0,2019-04-23 04:42:54
Hamburger,Ručak,4.0,2019-12-14 12:09:36
Jagoda,Piće,2.0,2019-07-02 01:41:36
Omlet sa sirom,Doručak,4.0,2019-06-28 16:20:34
Pileće krpice,Roštilj,6.0,2019-04-11 19:32:06
Ruska salata 200g,Salata,4.0,2019-04-04 10:25:35
Kupus salata 100g,Salata,1.0,2019-10-29 11:15:45
Indeks sendvič,Sendvič,2.0,2019-04-06 13:13:53
Fruit smoothie 3,Smoothie,3.0,2019-06-02 23:33:12
Jagoda,Piće,2.0,2019-10-29 20:34:23
Kola,Piće,2.0,2019-06-30 10:24:52
Oslić 200g,Posno,6.0,2019-11-10 12:14:34
Ćevapi mala porcija,Roštilj,3.0,2019-05-02 09:14:39
Omlet,Doručak,3.5,2019-07-11 18:35:15
Jagoda,Piće,2.0,2019-06-01 18:22:31
Cedevita,Piće,3.0,2019-09-24 05:52:34
Fruit smoothie 1,Smoothie,3.0,2019-08-13 14:30:32
Fruit smoothie 1,Smoothie,3.0,2019-08-30 07:55:24
Kola,Piće,2.0,2019-01-16 00:34:40
Fruit smoothie 1,Smoothie,3.0,2019-10-30 22:16:10
Fruit smoothie 3,Smoothie,3.0,2019-11-10 04:14:46
Oslić 300g,Posno,8.0,2019-10-24 06:27:30
Jagoda,Piće,2.0,2019-12-17 18:47:33
Luk,Salata,1.0,2019-11-18 02:50:53
Vijetnamski som 200g,Posno,12.0,2019-09-28 20:28:00
Gurmanski hamburger,Ručak,7.0,2019-11-27 20:37:37
Hamburger,Ručak,4.0,2019-06-18 07:51:36
Hercegovačko vino,Piće,20.0,2019-08-27 01:00:44
Hamburger,Ručak,4.0,2019-02-13 09:43:05
Vijetnamski som 200g,Posno,12.0,2019-04-20 15:45:12
Roštiljska kobasica,Roštilj,3.0,2019-11-09 11:42:14
Doručak specijal,Doručak,6.0,2019-03-31 22:44:11
Kafa,Kafa,2.0,2019-05-06 07:38:17
Crno Vino,Piće,18.0,2019-08-17 16:15:02
Ruska salata 200g,Salata,4.0,2019-03-17 22:35:07
Fruit smoothie 1,Smoothie,3.0,2019-10-24 10:05:04
Ruska salata 100g,Salata,2.0,2019-04-21 12:30:31
Bijelo Vino,Piće,15.0,2019-11-23 21:51:51
Omlet sa sirom,Doručak,4.0,2019-09-17 15:05:16
Roštiljska kobasica,Roštilj,3.0,2019-08-04 09:06:13
Pileći file,Roštilj,5.0,2019-02-19 13:21:24
Ćevapi srednja porcija,Roštilj,5.0,2019-01-23 11:49:46
Voćni sendvič,Sendvič,3.0,2019-07-01 23:39:33
Roštiljska kobasica,Roštilj,3.0,2019-05-23 19:51:46
Jaja i kobasica,Doručak,5.0,2019-07-30 16:34:38
Oslić 300g,Posno,8.0,2019-06-10 19:32:22
Ćevapi velika porcija,Roštilj,6.5,2019-11-15 14:41:38
Ćevapi mala porcija,Roštilj,3.0,2019-10-27 04:42:05
Lignje 300g,Posno,8.0,2019-09-17 12:36:59
Omlet sa sirom,Doručak,4.0,2019-07-04 04:09:55
Doručak specijal,Doručak,6.0,2019-07-31 08:30:55
Čizburger,Ručak,4.5,2019-04-13 14:00:18
Jagoda,Piće,2.0,2019-11-15 14:57:45
Indeks sendvič,Sendvič,2.0,2019-07-07 03:28:38
Oslić 200g,Posno,6.0,2019-04-01 01:35:51
Dupli čizburger,Ručak,6.0,2019-05-02 17:29:12
Omlet sa sirom,Doručak,4.0,2019-08-12 18:42:30
Indeks sendvič,Sendvič,2.0,2019-10-30 18:48:52
Cedevita,Piće,3.0,2019-05-19 20:14:21
Ćevapi velika porcija,Roštilj,6.5,2019-09-05 02:31:51
Ćevapi mala porcija,Roštilj,3.0,2019-07-10 02:02:32
Fruit smoothie 1,Smoothie,3.0,2019-11-17 00:17:15
Lignje 300g,Posno,8.0,2019-06-10 08:32:53
Jabuka,Piće,2.0,2019-09-12 17:11:45
Dupli čizburger,Ručak,6.0,2019-01-13 16:16:18
Ruska salata 100g,Salata,2.0,2019-02-18 09:34:24
Omlet sa povrćem,Doručak,4.0,2019-08-12 07:52:30
Roštiljska kobasica,Roštilj,3.0,2019-03-19 17:41:01
Ćevapi velika porcija,Roštilj,6.5,2019-03-13 23:08:24
Bijelo Vino,Piće,15.0,2019-11-11 15:41:18
Ćevapi mala porcija,Roštilj,3.0,2019-01-24 21:59:16
Ćevapi mala porcija,Roštilj,3.0,2019-12-13 21:29:17
Fruit smoothie 1,Smoothie,3.0,2019-03-20 04:28:31
Vijetnamski som 200g,Posno,12.0,2019-07-22 10:43:20
Ćevapi mala porcija,Roštilj,3.0,2019-07-29 00:44:31
Oslić 200g,Posno,6.0,2019-01-25 17:26:25
Oslić 300g,Posno,8.0,2019-01-19 16:57:10
Bijelo Vino,Piće,15.0,2019-09-30 10:29:23
Jabuka,Piće,2.0,2019-12-27 12:26:42
Voćni sendvič,Sendvič,3.0,2019-08-09 08:08:44
Šiš ćevapi,Roštilj,4.0,2019-10-10 15:59:16
Jagoda,Piće,2.0,2019-04-08 19:16:21
Dupli čizburger,Ručak,6.0,2019-09-23 08:48:37
Indeks sendvič,Sendvič,2.0,2019-12-08 03:38:02
Jabuka,Piće,2.0,2019-04-26 02:38:55
Luk,Salata,1.0,2019-12-12 16:37:36
Omlet sa sirom,Doručak,4.0,2019-01-12 11:19:00
Roštiljska kobasica,Roštilj,3.0,2019-06-06 20:51:54
Kola,Piće,2.0,2019-02-05 01:11:59
Indeks sendvič,Sendvič,2.0,2019-01-01 11:53:43
Ćevapi mala porcija,Roštilj,3.0,2019-01-31 07:13:45
Pileće krpice,Roštilj,6.0,2019-01-03 22:25:11
Bijelo Vino,Piće,15.0,2019-07-13 13:07:04
Voćni sendvič,Sendvič,3.0,2019-12-27 17:29:11
Ćevapi srednja porcija,Roštilj,5.0,2019-11-06 06:16:50
Pileći file,Roštilj,5.0,2019-11-14 01:46:48
Bijelo Vino,Piće,15.0,2019-12-20 20:33:09
Kupus salata 100g,Salata,1.0,2019-06-17 13:00:59
Jaja i kobasica,Doručak,5.0,2019-10-17 23:04:53
Crno Vino,Piće,18.0,2019-08-04 23:34:08
Oslić 200g,Posno,6.0,2019-10-31 21:40:46
Fruit smoothie 1,Smoothie,3.0,2019-12-27 19:15:24
Kola,Piće,2.0,2019-07-20 00:34:08
Cedevita,Piće,3.0,2019-12-17 09:11:40
Hamburger,Ručak,4.0,2019-03-08 07:43:30
Lignje 300g,Posno,8.0,2019-03-24 10:04:43
Kupus salata 100g,Salata,1.0,2019-07-11 07:39:54
Doručak specijal,Doručak,6.0,2019-01-25 10:22:23
Pileći file,Roštilj,5.0,2019-04-20 07:14:04
Voćni sendvič,Sendvič,3.0,2019-04-04 16:14:11
Roštiljska kobasica,Roštilj,3.0,2019-03-20 10:02:52
Doručak specijal,Doručak,6.0,2019-11-18 06:49:37
Bijelo Vino,Piće,15.0,2019-10-16 09:58:49
Omlet sa slaninom,Doručak,5.0,2019-09-22 14:12:47
Engleska salata 100g,Salata,2.0,2019-10-15 17:31:06
Roštiljska kobasica,Roštilj,3.0,2019-07-25 12:22:38
Omlet,Doručak,3.5,2019-02-28 15:15:14
Dupli čizburger,Ručak,6.0,2019-03-14 23:23:04
Domaća čorba,Ručak,5.0,2019-11-19 05:23:10
Domaća čorba,Ručak,5.0,2019-05-12 00:11:42
Omlet sa povrćem,Doručak,4.0,2019-03-18 10:14:15
Pastrmka 200g,Posno,7.0,2019-11-05 15:33:27
Indeks sendvič,Sendvič,2.0,2019-03-05 22:09:26
Crno Vino,Piće,18.0,2019-04-15 03:44:25
Cedevita,Piće,3.0,2019-02-23 02:19:55
Riblja čorba,Posno,6.0,2019-11-24 05:42:21
Roštiljska kobasica,Roštilj,3.0,2019-10-09 19:22:37
Crno Vino,Piće,18.0,2019-06-28 07:33:44
Fruit smoothie 2,Smoothie,3.0,2019-06-11 07:59:00
Indeks sendvič,Sendvič,2.0,2019-11-25 04:41:46
Pastrmka 200g,Posno,7.0,2019-09-18 06:50:52
Jagoda,Piće,2.0,2019-03-25 07:04:34
Pastrmka 200g,Posno,7.0,2019-11-07 17:01:47
Omlet,Doručak,3.5,2019-10-06 09:10:08
Bijelo Vino,Piće,15.0,2019-05-13 19:14:20
Luk,Salata,1.0,2019-06-17 17:43:33
Riblja čorba,Posno,6.0,2019-03-09 10:03:31
Engleska salata 100g,Salata,2.0,2019-03-09 20:04:08
Ćevapi mala porcija,Roštilj,3.0,2019-08-31 20:07:29
Oslić 300g,Posno,8.0,2019-01-27 12:02:13
Ruska salata 100g,Salata,2.0,2019-08-26 11:50:51
Oslić 200g,Posno,6.0,2019-08-07 21:32:39
Roštiljska kobasica,Roštilj,3.0,2019-01-17 17:28:18
Oslić 200g,Posno,6.0,2019-03-22 19:57:49
Kafa,Kafa,2.0,2019-09-24 12:51:51
Lignje 300g,Posno,8.0,2019-07-09 12:39:58
Jaja i kobasica,Doručak,5.0,2019-05-16 01:07:46
Engleska salata 100g,Salata,2.0,2019-07-21 09:14:11
Čizburger,Ručak,4.5,2019-05-05 03:30:30
Fruit smoothie 3,Smoothie,3.0,2019-07-10 16:16:18
Doručak specijal,Doručak,6.0,2019-06-26 07:29:34
Hamburger,Ručak,4.0,2019-12-20 17:49:07
Dupli čizburger,Ručak,6.0,2019-12-05 05:02:09
Jaja i kobasica,Doručak,5.0,2019-10-08 17:02:11
Gurmanski hamburger,Ručak,7.0,2019-03-18 22:35:46
Bijelo Vino,Piće,15.0,2019-04-15 07:06:35
Luk,Salata,1.0,2019-07-31 23:43:18
Fruit smoothie 3,Smoothie,3.0,2019-11-01 07:29:33
Oslić 200g,Posno,6.0,2019-05-04 11:07:49
Čizburger,Ručak,4.5,2019-12-04 12:52:08
Indeks sendvič,Sendvič,2.0,2019-11-29 15:57:51
Oslić 200g,Posno,6.0,2019-11-23 15:32:47
Cedevita,Piće,3.0,2019-06-25 00:55:48
Voćni sendvič,Sendvič,3.0,2019-06-05 02:17:54
Riblja čorba,Posno,6.0,2019-06-19 16:57:36
Bijelo Vino,Piće,15.0,2019-01-18 04:06:03
Bijelo Vino,Piće,15.0,2019-05-04 06:58:26
Vijetnamski som 200g,Posno,12.0,2019-04-26 07:56:21
Crno Vino,Piće,18.0,2019-02-27 13:42:19
Vijetnamski som 200g,Posno,12.0,2019-09-03 01:09:42
Vijetnamski som 200g,Posno,12.0,2019-02-05 20:31:22
Indeks sendvič,Sendvič,2.0,2019-03-27 22:03:04
Ruska salata 200g,Salata,4.0,2019-12-02 21:41:48
Hercegovačko vino,Piće,20.0,2019-11-11 01:26:13
Riblja čorba,Posno,6.0,2019-04-16 09:50:27
Fruit smoothie 2,Smoothie,3.0,2019-01-31 13:20:36
Fruit smoothie 2,Smoothie,3.0,2019-11-17 17:13:07
Crno Vino,Piće,18.0,2019-08-09 15:41:36
Omlet sa povrćem,Doručak,4.0,2019-03-12 07:18:39
Domaća čorba,Ručak,5.0,2019-01-28 12:54:38
Riblja čorba,Posno,6.0,2019-12-11 17:32:45
Kafa,Kafa,2.0,2019-06-22 23:41:47
Ćevapi srednja porcija,Roštilj,5.0,2019-12-29 08:05:17
Hamburger,Ručak,4.0,2019-07-09 10:29:52
Oslić 200g,Posno,6.0,2019-01-28 22:32:17
Fruit smoothie 3,Smoothie,3.0,2019-11-27 20:02:59
Fruit smoothie 2,Smoothie,3.0,2019-10-30 18:51:39
Kupus salata 100g,Salata,1.0,2019-01-20 21:39:19
Roštiljska kobasica,Roštilj,3.0,2019-10-17 00:14:14
Omlet sa sirom,Doručak,4.0,2019-09-17 03:05:04
Omlet sa slaninom,Doručak,5.0,2019-06-27 12:14:55
Omlet,Doručak,3.5,2019-03-18 16:00:54
Pileće krpice,Roštilj,6.0,2019-02-01 03:10:36
Crno Vino,Piće,18.0,2019-11-02 07:45:58
Ruska salata 100g,Salata,2.0,2019-01-14 11:21:23
Kupus salata 100g,Salata,1.0,2019-03-14 18:30:49
Omlet,Doručak,3.5,2019-07-29 03:23:49
Dupli čizburger,Ručak,6.0,2019-03-17 20:12:02
Vijetnamski som 200g,Posno,12.0,2019-06-25 23:06:36
Čizburger,Ručak,4.5,2019-06-28 18:12:29
Omlet sa povrćem,Doručak,4.0,2019-05-18 05:24:16
Pastrmka 200g,Posno,7.0,2019-08-23 04:15:45
Čizburger,Ručak,4.5,2019-01-18 08:06:43
Pastrmka 200g,Posno,7.0,2019-09-12 14:37:20
Hercegovačko vino,Piće,20.0,2019-09-10 23:07:37
Hamburger,Ručak,4.0,2019-01-30 21:35:25
Cedevita,Piće,3.0,2019-12-04 08:49:37
Cedevita,Piće,3.0,2019-01-27 00:01:12
Omlet sa slaninom,Doručak,5.0,2019-11-03 00:02:28
Pileći file,Roštilj,5.0,2019-12-05 09:12:26
Dupli čizburger,Ručak,6.0,2019-01-13 05:29:14
Fruit smoothie 2,Smoothie,3.0,2019-12-18 02:01:42
Lignje 300g,Posno,8.0,2019-05-01 18:02:49
Gurmanski hamburger,Ručak,7.0,2019-11-12 02:17:35
Ćevapi srednja porcija,Roštilj,5.0,2019-01-31 13:13:05
Dupli čizburger,Ručak,6.0,2019-01-24 19:10:50
Cedevita,Piće,3.0,2019-10-31 22:30:14
Lignje 300g,Posno,8.0,2019-07-19 04:06:23
Kupus salata 100g,Salata,1.0,2019-11-05 16:02:16
Domaća čorba,Ručak,5.0,2019-10-06 00:38:52
Omlet,Doručak,3.5,2019-01-05 20:04:54
Ruska salata 200g,Salata,4.0,2019-11-10 09:51:36
Cedevita,Piće,3.0,2019-09-08 18:18:11
Riblja čorba,Posno,6.0,2019-08-01 16:52:38
Hercegovačko vino,Piće,20.0,2019-10-05 20:19:08
Fruit smoothie 2,Smoothie,3.0,2019-12-28 09:29:09
Oslić 200g,Posno,6.0,2019-09-25 14:19:19
Fruit smoothie 1,Smoothie,3.0,2019-11-27 19:56:34
Doručak specijal,Doručak,6.0,2019-03-20 18:37:07
Fruit smoothie 1,Smoothie,3.0,2019-07-27 16:59:56
Doručak specijal,Doručak,6.0,2019-04-22 09:10:41
Dupli čizburger,Ručak,6.0,2019-08-12 07:10:42
Jaja i kobasica,Doručak,5.0,2019-04-02 04:33:55
Jagoda,Piće,2.0,2019-07-15 08:44:06
Oslić 200g,Posno,6.0,2019-03-04 22:42:26
Kola,Piće,2.0,2019-04-14 10:21:58
Dupli čizburger,Ručak,6.0,2019-02-13 00:26:05
Cedevita,Piće,3.0,2019-11-21 21:32:15
Jaja i kobasica,Doručak,5.0,2019-02-05 02:47:21
Gurmanski hamburger,Ručak,7.0,2019-03-18 03:32:51
Kafa,Kafa,2.0,2019-01-12 06:45:54
Jagoda,Piće,2.0,2019-09-23 06:06:34
Kupus salata 100g,Salata,1.0,2019-06-03 07:46:11
Čizburger,Ručak,4.5,2019-11-17 21:18:43
Bijelo Vino,Piće,15.0,2019-02-12 11:03:58
Oslić 300g,Posno,8.0,2019-01-09 15:40:50
Indeks sendvič,Sendvič,2.0,2019-10-19 20:41:49
Fruit smoothie 1,Smoothie,3.0,2019-03-15 22:19:19
Hamburger,Ručak,4.0,2019-08-26 19:14:59
Doručak specijal,Doručak,6.0,2019-11-01 09:42:51
Ruska salata 200g,Salata,4.0,2019-03-14 23:36:48
Roštiljska kobasica,Roštilj,3.0,2019-12-14 00:19:30
Oslić 200g,Posno,6.0,2019-05-22 14:36:03
Pileće krpice,Roštilj,6.0,2019-12-29 07:22:08
Cedevita,Piće,3.0,2019-11-28 06:39:49
Domaća čorba,Ručak,5.0,2019-12-03 05:59:54
Kola,Piće,2.0,2019-11-01 13:31:26
Omlet sa sirom,Doručak,4.0,2019-04-25 10:04:11
Jaja i kobasica,Doručak,5.0,2019-04-13 12:43:23
Cedevita,Piće,3.0,2019-08-09 00:47:46
Čizburger,Ručak,4.5,2019-03-20 08:09:07
Čizburger,Ručak,4.5,2019-04-20 14:56:24
Hamburger,Ručak,4.0,2019-05-17 23:41:59
Lignje 300g,Posno,8.0,2019-05-15 04:36:06
Dupli čizburger,Ručak,6.0,2019-10-05 13:51:28
Bijelo Vino,Piće,15.0,2019-07-04 07:19:21
Roštiljska kobasica,Roštilj,3.0,2019-07-11 11:47:19
Cedevita,Piće,3.0,2019-06-29 23:58:35
Šiš ćevapi,Roštilj,4.0,2019-10-16 21:53:02
Pileće krpice,Roštilj,6.0,2019-02-16 18:03:56
Ćevapi srednja porcija,Roštilj,5.0,2019-01-26 19:31:36
Omlet,Doručak,3.5,2019-10-03 19:20:12
Hamburger,Ručak,4.0,2019-06-06 00:29:42
Pastrmka 200g,Posno,7.0,2019-04-18 09:40:15
Jaja i kobasica,Doručak,5.0,2019-11-05 01:55:45
Omlet sa povrćem,Doručak,4.0,2019-12-20 12:57:56
